timeStamp,elapsed,label,responseCode,responseMessage,threadName,success,failureMessage,bytes,grpThreads,allThreads,URL,Latency
1473176870551,3,cda\Olap4j\PreviewQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-4,false,,1327,1,1,null,0
1473176870554,3,cda\Olap4j\ListQueries,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-4,false,,1327,1,1,null,0
1473176870557,3,cda\Olap4j\DoQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-4,false,,1327,1,1,null,0
1473176870560,2,cda\Olap4j\ListParameters,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-4,false,,1327,1,1,null,0
1473176870563,2,cda\SampleIterableSql\PreviewQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-4,false,,1327,1,1,null,0
1473176870565,2,cda\SampleIterableSql\ListQueries,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-4,false,,1327,1,1,null,0
1473176870567,3,cda\SampleIterableSql\DoQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-4,false,,1327,1,1,null,0
1473176870570,4,cda\SampleIterableSql\ListParameters,401,"Number of samples in transaction : 2, number of failing samples : 2",Performance Tests 2-4,false,,2654,1,1,null,0
1473176870575,2,cda\Scripting\ListQueries,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-4,false,,1327,1,1,null,0
1473176870577,2,cda\Scripting\DoQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-4,false,,1327,1,1,null,0
1473176870579,3,cda\Scripting\ListParameters,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-4,false,,1327,1,1,null,0
1473176870582,2,cda\sql-jdbc\PreviewQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-4,false,,1327,1,1,null,0
1473176870584,3,cda\sql-jdbc\ListQueries,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-4,false,,1327,1,1,null,0
1473176870588,2,cda\sql-jdbc\DoQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-4,false,,1327,1,1,null,0
1473176870591,2,cda\sql-jdbc\ListParameters,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-4,false,,1327,1,1,null,0
1473176870593,2,cda\sql-jndi\ListQueries,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-4,false,,1327,1,1,null,0
1473176870596,2,cda\sql-jndi\DoQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-4,false,,1327,1,1,null,0
1473176870598,2,cda\sql-jndi\ListParameters,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-4,false,,1327,1,1,null,0
1473176870600,2,cda\sql-stringArray-jndi\PreviewQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-4,false,,1327,1,1,null,0
1473176870602,1,cda\sql-stringArray-jndi\DoQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-4,false,,1327,1,1,null,0
1473176870603,3,cda\sql-stringArray-jndi\ListParameters,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-4,false,,1327,1,1,null,0
1473176870606,2,cda\xpath\PreviewQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-4,false,,1327,1,1,null,0
1473176870608,2,cda\xpath\DoQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-4,false,,1327,1,1,null,0
1473176870611,2,cda\xpath\ListParameters,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-4,false,,1327,1,1,null,0
1473176870613,13,/pentaho/Logout,200,OK,Performance Tests 2-4,true,,8720,1,1,http://localhost:8080/pentaho/Login,3
1473176870391,219,CDA - Performance Tests,,"Number of samples in transaction : 114, number of failing samples : 46",Performance Tests 2-4,false,,81098,1,1,null,103
1473176871399,9,731 /pentaho/plugin/cda/api/doQueryWrongPassword,401,Unauthorized,Performance Tests 2-5,true,,1410,1,1,http://localhost:8080/pentaho/plugin/cda/api/doQuery?path=%2Fpublic%2Fpublic%2Fplugin-samples%2Fcda%2Fcdafiles%2FcompoundJoin.cda&dataAccessId=2,9
1473176871410,25,/pentaho/j_spring_security_check,200,OK,Performance Tests 2-5,true,,8599,1,1,http://localhost:8080/pentaho/Login?login_error=1,20
1473176871435,3,cda\compoundJoin\DoQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871438,3,cda\compoundUnion\DoQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871442,3,cda\compoundUnion\ListParameters,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871446,3,cda\compoundUnion\ListQueries,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871450,2,cda\DenormalizedMondrianJdbc\ListParameters,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871453,2,cda\DenormalizedMondrianJdbc\DoQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871455,2,cda\Json Scripting\PreviewQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871457,2,cda\Json Scripting\ListQueries,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871460,2,cda\Json Scripting\DoQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871462,2,cda\Json Scripting\ListParameters,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871464,2,cda\kettle\ListQueries,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871467,1,cda\kettle\DoQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871469,2,cda\kettle\ListParameters,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871471,2,cda\metadata\PreviewQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871473,3,cda\metadata\ListQueries,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871476,2,cda\metadata\ListParameters,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871479,11,cda\MondrianJdbc\PreviewQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871490,3,cda\MondrianJdbc\ListQueries,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871493,2,cda\MondrianJdbc\DoQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871496,2,cda\MondrianJdbc\ListParameters,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871498,2,cda\MondrianJndi\PreviewQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871500,1,cda\MondrianJndi\ListQueries,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871502,2,cda\Olap4j\PreviewQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871505,1,cda\Olap4j\ListQueries,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871507,2,cda\Olap4j\DoQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871509,2,cda\Olap4j\ListParameters,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871512,2,cda\SampleIterableSql\PreviewQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871514,2,cda\SampleIterableSql\ListQueries,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871516,2,cda\SampleIterableSql\DoQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871518,4,cda\SampleIterableSql\ListParameters,401,"Number of samples in transaction : 2, number of failing samples : 2",Performance Tests 2-5,false,,2654,1,1,null,0
1473176871523,3,cda\Scripting\ListQueries,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871526,3,cda\Scripting\DoQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871529,2,cda\Scripting\ListParameters,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871531,2,cda\sql-jdbc\PreviewQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871533,2,cda\sql-jdbc\ListQueries,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871535,2,cda\sql-jdbc\DoQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871537,2,cda\sql-jdbc\ListParameters,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871539,2,cda\sql-jndi\ListQueries,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871541,3,cda\sql-jndi\DoQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871544,3,cda\sql-jndi\ListParameters,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871547,2,cda\sql-stringArray-jndi\PreviewQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871549,2,cda\sql-stringArray-jndi\DoQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871551,2,cda\sql-stringArray-jndi\ListParameters,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871553,2,cda\xpath\PreviewQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871555,2,cda\xpath\DoQuery,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871557,2,cda\xpath\ListParameters,401,"Number of samples in transaction : 1, number of failing samples : 1",Performance Tests 2-5,false,,1327,1,1,null,0
1473176871560,10,/pentaho/Logout,200,OK,Performance Tests 2-5,true,,8720,1,1,http://localhost:8080/pentaho/Login,2
1473176871392,154,CDA - Performance Tests,,"Number of samples in transaction : 114, number of failing samples : 46",Performance Tests 2-5,false,,81098,1,1,null,31
